time,V(n001),V(n009),V(vin1),V(vin2),V(n002),V(n012),V(vz),V(n004),V(n013),V(n005),V(n008),V(n007),V(n006),V(n011),V(n003),V(vout),V(n010),I(D1),I(D2),I(Rf),I(Rb),I(R3),I(R4),I(Rin),I(Rf2),I(R5),I(R6),I(R_weight1),I(R_weight2),I(Vcc),I(Vee),I(V1),I(V2),I(Vbias),I(Vref),Ix(input_buffer_1:1),Ix(input_buffer_1:2),Ix(input_buffer_1:3),Ix(input_buffer_1:4),Ix(input_buffer_1:5),Ix(input_buffer_2:1),Ix(input_buffer_2:2),Ix(input_buffer_2:3),Ix(input_buffer_2:4),Ix(input_buffer_2:5),Ix(weighted_sum:1),Ix(weighted_sum:2),Ix(weighted_sum:3),Ix(weighted_sum:4),Ix(weighted_sum:5),Ix(gain_stage:1),Ix(gain_stage:2),Ix(gain_stage:3),Ix(gain_stage:4),Ix(gain_stage:5),Ix(activation:1),Ix(activation:2),Ix(activation:3),Ix(activation:4),Ix(activation:5),Ix(limiter:1),Ix(limiter:2),Ix(limiter:3),Ix(limiter:4),Ix(limiter:5),Ix(output_stage:1),Ix(output_stage:2),Ix(output_stage:3),Ix(output_stage:4),Ix(output_stage:5)
0.01,5.0,-5.0,0.0,0.0,1.3100467e-07,8.932843e-05,-1.9999661,3.0828884e-05,2.0,2.0000622,4.801383e-05,-0.9400045,1.6782133e-05,0.5843307,-3.346142e-06,-4.9999895,-1.4,-5.9433404e-13,6.478342e-05,-9.999985e-05,9.9998455e-05,0.00020000142,0.00020000142,-0.00020000454,-0.00020000454,9.400012e-05,2.9216702e-05,-1.534894e-09,2.9249774e-09,-0.0029445682,0.003044385,0.0,0.0,-9.9998455e-05,2.8e-09,0.0,2.6200934e-16,0.0004999676,-0.0004999691,1.5348911e-09,0.0,1.7865687e-13,0.0004999698,-0.0004999669,-2.9251128e-09,0.0,6.1657764e-14,0.00033216857,-0.00063215365,0.00030000525,0.0,9.602766e-14,0.0006999604,-0.00029997464,-0.00040000596,0.0,3.3564263e-14,0.00036558084,-0.000659576,0.00029400465,0.0,-6.692284e-15,0.0005457591,-0.00045176488,-9.400012e-05,-3.9999324e-09,-2.8e-09,1.1617791e-06,-9.797212e-07,2.6227952e-17
0.0100001,5.0,-5.0,0.1,0.0,0.090155095,3.516951e-05,-2.0616648,0.0071312627,2.0,2.0498822,-0.0058913566,-0.9599082,0.0024057173,0.5849983,-8.684457e-05,-4.9999895,-1.4,-5.950817e-13,6.6727414e-05,-0.00010343981,9.964344e-05,0.00020557735,0.00020557735,-0.00020474763,-0.00020474763,9.598213e-05,2.9254259e-05,4.1511917e-06,-3.5480465e-07,-0.0029445118,0.0030439743,-2e-10,0.0,-9.964338e-05,2.8e-09,2e-10,1.8031018e-10,0.0005018868,-0.00049773755,-4.1505664e-06,0.0,7.0339025e-14,0.000499791,-0.00050014583,3.5485976e-07,0.0,1.4262524e-11,0.0003266058,-0.0006356035,0.0003090185,0.0,-1.1782714e-11,0.0007053478,-0.00029504707,-0.0004103215,0.0,4.8114347e-12,0.00036288003,-0.0006635978,0.0003007275,0.0,-1.7368915e-13,0.00054683833,-0.00045086275,-9.59815e-05,-4.12333e-09,-2.8e-09,1.1618423e-06,-9.796549e-07,2.0802142e-17
0.0100003,5.0,-5.0,0.3,0.0,0.28407276,1.1847434e-06,-2.2264404,0.014408242,2.0,2.1995578,-0.01344109,-1.025067,0.0059355358,0.58714783,-0.00020752793,-4.9999895,-1.4,-5.973533e-13,7.3117895e-05,-0.000112042435,9.927959e-05,0.00022129992,0.00022129991,-0.00021936223,-0.00021936223,0.000102485945,2.936777e-05,1.3483225e-05,-7.2035283e-07,-0.0029432783,0.0030423785,-6e-10,0.0,-9.9279554e-05,2.8e-09,6e-10,5.6814553e-10,0.00050567836,-0.0004921991,-1.3483305e-05,0.0,2.3694862e-15,0.0004996083,-0.0005003287,7.203856e-07,0.0,2.8816482e-11,0.0003112085,-0.0006445312,0.00033334515,0.0,-2.688218e-11,0.0007208304,-0.00028019256,-0.00044066002,0.0,1.1871071e-11,0.0003543909,-0.0006762273,0.0003218468,0.0,-4.150559e-13,0.0005503999,-0.00044792023,-0.00010248556,-4.4528807e-09,-2.8e-09,1.1620097e-06,-9.794802e-07,2.912002e-17
0.0100006,5.0,-5.0,0.6,0.0,0.5838888,-2.9608688e-07,-2.51839,0.016374502,2.0,2.4855685,-0.016410442,-1.156948,0.007666149,0.5912188,-0.00024655895,-4.9999895,-1.4,-6.0146533e-13,8.609687e-05,-0.00012673822,9.918128e-05,0.00025019795,0.00025019792,-0.00024779025,-0.00024779025,0.00011567014,2.9573268e-05,2.8375716e-05,-8.187399e-07,-0.0029391996,0.0030382038,-1.2e-09,0.0,-9.918128e-05,2.8e-09,1.2e-09,1.1677777e-09,0.0005103893,-0.00048202067,-2.837688e-05,0.0,-5.921746e-16,0.00049955916,-0.0005003779,8.1873986e-07,0.0,3.2749005e-11,0.00028288164,-0.00065979746,0.0003769412,0.0,-3.282088e-11,0.0007496755,-0.0002517124,-0.00049798813,0.0,1.53323e-11,0.00033784675,-0.00070129544,0.00036346036,0.0,-4.931179e-13,0.0005576849,-0.00044202077,-0.00011567013,-5.03678e-09,-2.8e-09,1.1623048e-06,-9.791755e-07,1.5971412e-17
0.010001,5.0,-5.0,1.0,0.0,0.9828354,-5.6562817e-06,-2.9181225,0.01617667,2.0,2.8872488,-0.015436639,-1.3466935,0.0070158984,0.5966,-0.00017832515,-4.9999895,-1.4,-6.067783e-13,0.00010481261,-0.00014671496,9.9191166e-05,0.00029026857,0.00029026854,-0.0002880233,-0.0002880233,0.00013465152,2.9838915e-05,4.833294e-05,-8.091164e-07,-0.0029316316,0.0030306487,-2e-09,0.0,-9.9191166e-05,2.8e-09,2e-09,1.965671e-09,0.00051502674,-0.00046670568,-4.8334903e-05,0.0,-1.1312564e-14,0.00049956393,-0.0005003731,8.091164e-07,0.0,3.2353342e-11,0.00024304974,-0.00068000966,0.0004369894,0.0,-3.087328e-11,0.00078990124,-0.00021163856,-0.00057829183,0.0,1.4031797e-11,0.00031466276,-0.00073732395,0.0004226748,0.0,-3.566503e-13,0.0005682646,-0.0004336191,-0.00013465152,-5.836245e-09,-2.8e-09,1.1627079e-06,-9.787627e-07,4.0545138e-17
0.01000104,5.0,-5.0,1.0,0.0,0.9922132,-3.6020272e-06,-2.9442759,0.011983325,2.0,2.9180508,-0.013112431,-1.3621256,0.006366115,0.5969815,-0.00016830607,-4.9999895,-1.4,-6.0714964e-13,0.00010633791,-0.00014781296,9.940084e-05,0.00029311632,0.00029311632,-0.00029116846,-0.00029116846,0.00013619574,2.9857492e-05,4.9011494e-05,-5.993464e-07,-0.0029309914,0.0030302182,-2e-09,0.0,-9.940095e-05,2.8e-09,2e-09,1.9844266e-09,0.00051516434,-0.00046616618,-4.9012146e-05,0.0,-7.204054e-15,0.0004996688,-0.00050026807,5.992249e-07,0.0,2.3966652e-11,0.00024023211,-0.00068113493,0.00044093255,0.0,-2.6224863e-11,0.0007927709,-0.00020851815,-0.00058428216,0.0,1.273223e-11,0.00031285576,-0.00074020476,0.0004273628,0.0,-3.3661214e-13,0.0005691367,-0.00043294736,-0.00013619539,-5.888552e-09,-2.8e-09,1.1627343e-06,-9.787359e-07,1.3644395e-17
0.010001119999999999,5.0,-5.0,1.0,0.0,0.9992148,-1.6545556e-06,-2.976152,0.005765246,2.0,2.9601498,-0.008001069,-1.3848139,0.004392151,0.59756577,-0.00012384453,-4.9999895,-1.4,-6.076895e-13,0.000108584296,-0.00014909587,9.971174e-05,0.0002968151,0.00029681507,-0.00029557577,-0.00029557574,0.00013846901,2.9884483e-05,4.9672482e-05,-2.8834503e-07,-0.0029302603,0.003029798,-2e-09,0.0,-9.971182e-05,2.8e-09,2e-09,1.9984299e-09,0.0005153478,-0.00046568827,-4.967359e-05,0.0,-3.3091112e-15,0.0004998243,-0.00050011254,2.8826406e-07,0.0,1.1530493e-11,0.000236709,-0.00068259414,0.00044591515,0.0,-1.6002139e-11,0.00079655333,-0.0002041941,-0.0005923891,0.0,8.784301e-12,0.00031024113,-0.000744271,0.00043404382,0.0,-2.4768905e-13,0.00057042204,-0.00043195928,-0.00013846878,-5.952304e-09,-2.8e-09,1.1627665e-06,-9.787027e-07,-5.3098026e-18
0.010001279999999998,5.0,-5.0,1.0,0.0,1.000147,-3.6454693e-07,-2.9967191,0.00085687963,2.0,2.9931242,-0.0017974491,-1.4049325,0.0012488398,0.5981229,-4.016771e-05,-4.9999895,-1.4,-6.0816304e-13,0.00011058109,-0.0001498788,9.995716e-05,0.00029949215,0.00029949215,-0.00029918752,-0.00029918752,0.00014048924,2.9908153e-05,4.9964507e-05,-4.2862208e-08,-0.0029298542,0.003029637,-2e-09,0.0,-9.995716e-05,2.8e-09,2e-09,2.0002942e-09,0.00051547936,-0.00046552691,-4.9966508e-05,0.0,-7.2909383e-16,0.00049994694,-0.0004999898,4.2862208e-08,0.0,1.7137592e-12,0.0002343394,-0.0006836861,0.00044937697,0.0,-3.594898e-12,0.00079938374,-0.00020073427,-0.0005986797,0.0,2.4976796e-12,0.00030797708,-0.0007476396,0.00043967678,0.0,-8.033542e-14,0.00057156495,-0.00043108175,-0.00014048924,-5.993438e-09,-2.8e-09,1.1627876e-06,-9.786799e-07,2.6316238e-18
0.010001522942036618,5.0,-5.0,1.0,0.0,0.9999693,2.909808e-08,-3.0001743,-5.1248342e-05,2.0,3.0004046,0.00011515814,-1.4102889,-6.717383e-05,0.5982896,1.1196915e-06,-4.9999895,-1.4,-6.082885e-13,0.00011111458,-0.00015000616,0.00010000256,0.00030002894,0.00030002894,-0.0003000472,-0.0003000472,0.000141029,2.9914425e-05,5.000103e-05,2.5638718e-09,-0.0029298086,0.0030296366,-2e-09,0.0,-0.00010000256,2.8e-09,2e-09,1.9999387e-09,0.00051550276,-0.00046551376,-5.0003047e-05,0.0,5.819615e-17,0.00049996964,-0.0004999671,-2.5604157e-09,0.0,-1.02496706e-13,0.00023391703,-0.00068392785,0.00045004112,0.0,2.3031628e-13,0.00079999404,-0.00019994822,-0.00060007616,0.0,-1.3434767e-13,0.00030739198,-0.00074845395,0.0004410762,0.0,2.2393832e-15,0.0005718701,-0.0004308472,-0.00014102901,-6.0003487e-09,-2.8e-09,1.1627918e-06,-9.786739e-07,1.5256312e-17
0.010001786158150712,5.0,-5.0,1.0,0.0,1.0000525,-1.6069329e-08,-2.9998949,3.939843e-05,2.0,2.9997702,-6.237413e-05,-1.4098711,1.4159539e-05,0.5982785,-3.4416885e-07,-4.9999895,-1.4,-6.082789e-13,0.00011107313,-0.00014999672,9.9998026e-05,0.00029998325,0.00029998325,-0.0002999756,-0.0002999756,0.00014098707,2.9913945e-05,5.0000654e-05,-1.9707251e-09,-0.0029298125,0.003029636,-2e-09,0.0,-9.9998026e-05,2.8e-09,2e-09,2.000105e-09,0.0005155006,-0.00046551198,-5.000267e-05,0.0,-3.2138677e-17,0.00049996737,-0.00049996935,1.9756705e-09,0.0,7.879685e-14,0.00023395213,-0.0006839078,0.00044998596,0.0,-1.2474826e-13,0.00079994486,-0.00020001638,-0.0005999588,0.0,2.8319076e-14,0.0003074383,-0.0007483867,0.00044096267,0.0,-6.8833757e-16,0.0005718464,-0.00043086536,-0.00014098707,-5.9997896e-09,-2.8e-09,1.162792e-06,-9.786723e-07,-1.721145e-17
0.010002238225427515,5.0,-5.0,1.0,0.0,0.9999699,3.840943e-09,-3.000014,-1.1060368e-05,2.0,3.00004,1.2937078e-05,-1.4100112,5.2431255e-06,0.598281,-1.023964e-06,-4.9999895,-1.4,-6.082821e-13,0.0001110869,-0.00015000015,0.00010000055,0.00030000272,0.00030000272,-0.00030000348,-0.00030000348,0.000141001,2.9914103e-05,4.999905e-05,5.532101e-10,-0.0029298104,0.0030296366,-2e-09,0.0,-0.00010000055,2.8e-09,2e-09,1.99994e-09,0.0005155017,-0.00046551472,-5.000104e-05,0.0,7.681865e-18,0.00049996865,-0.00049996807,-5.53306e-10,0.0,-2.2120725e-14,0.00023393698,-0.0006839155,0.00045000884,0.0,2.5874156e-14,0.0007999637,-0.00019998793,-0.00060000614,0.0,1.0486241e-14,0.00030742216,-0.0007484124,0.00044100446,0.0,-2.047928e-15,0.0005718543,-0.00043085933,-0.000141001,-6.0000285e-09,-2.8e-09,1.1627926e-06,-9.786706e-07,-7.137816e-17
0.010003142359981121,5.0,-5.0,1.0,0.0,1.0000119,-8.480138e-10,-2.9999776,8.621115e-06,2.0,2.9999616,-7.903894e-06,-1.4099842,-1.5039332e-06,0.598281,-3.9463544e-07,-4.9999895,-1.4,-6.0828144e-13,0.000111084315,-0.00014999931,9.999957e-05,0.00029999696,0.00029999696,-0.00029999632,-0.00029999632,0.00014099838,2.9914074e-05,5.0000166e-05,-4.3109857e-10,-0.0029298111,0.0030296366,-2e-09,0.0,-9.999957e-05,2.8e-09,2e-09,2.0000241e-09,0.0005155013,-0.0004655132,-5.0002167e-05,0.0,-1.6960334e-18,0.0004999681,-0.0004999686,4.2999204e-10,0.0,1.7242238e-14,0.00023394162,-0.0006839136,0.00045000226,0.0,-1.5807785e-14,0.00079995894,-0.00019999596,-0.0005999933,0.0,-3.007875e-15,0.00030742554,-0.000748406,0.0004409947,0.0,-7.892714e-16,0.0005718528,-0.00043086044,-0.0001409984,-5.9999548e-09,-2.8e-09,1.1627928e-06,-9.786693e-07,-6.278243e-17
0.011960064127471052,5.0,-5.0,1.0,0.0,1.0000001,5.696184e-11,-2.9999862,3.45973e-06,2.0,2.99998,-3.2091932e-06,-1.409989,1.0546815e-06,0.598281,-5.8518344e-07,-4.9999895,-1.4,-6.0828155e-13,0.00011108476,-0.00014999948,9.999983e-05,0.0002999983,0.0002999983,-0.0002999979,-0.0002999979,0.00014099883,2.9914077e-05,4.9999835e-05,-1.729837e-10,-0.002929811,0.0030296366,-2e-09,0.0,-9.999983e-05,2.8e-09,2e-09,2.0000004e-09,0.0005155014,-0.00046551364,-5.0001832e-05,0.0,1.1392593e-19,0.00049996824,-0.0004999684,1.7292567e-10,0.0,6.9194596e-15,0.00023394052,-0.000683914,0.0004500038,0.0,-6.4183867e-15,0.00079996,-0.00019999413,-0.0005999962,0.0,2.1093604e-15,0.00030742493,-0.0007484074,0.00044099672,0.0,-1.1703669e-15,0.0005718531,-0.00043086027,-0.00014099883,-5.9999725e-09,-2.8e-09,1.1627931e-06,-9.786686e-07,2.3439943e-17
0.011994064127471052,5.0,-5.0,1.0,0.0,0.99999934,6.5792906e-11,-2.9999871,3.0709093e-06,2.0,2.999981,-2.9803175e-06,-1.4099891,1.3729566e-06,0.59828097,-6.0338584e-07,-4.9999895,-1.4,-6.0828155e-13,0.000111084766,-0.00014999951,9.9999845e-05,0.0002999984,0.0002999984,-0.00029999798,-0.00029999798,0.00014099885,2.991408e-05,4.9999813e-05,-1.5354211e-10,-0.002929811,0.0030296366,-2e-09,0.0,-9.9999845e-05,2.8e-09,2e-09,1.9999986e-09,0.0005155014,-0.00046551367,-5.0001803e-05,0.0,1.3156451e-19,0.0004999683,-0.0004999684,1.530136e-10,0.0,6.1418257e-15,0.00023394043,-0.00068391406,0.0004500039,0.0,-5.960641e-15,0.00079996,-0.00019999401,-0.00059999636,0.0,2.7459103e-15,0.0003074249,-0.0007484074,0.0004409968,0.0,-1.2067718e-15,0.0005718531,-0.00043086027,-0.00014099883,-5.9999743e-09,-2.8e-09,1.1627931e-06,-9.786686e-07,-7.8687495e-17
0.011996,5.0,-5.0,1.0,0.0,0.99991745,-1.9314745e-08,-3.0000184,-2.5212019e-05,2.0,3.0000036,-7.3480833e-06,-1.4099572,3.0289582e-05,0.5982791,-1.6863088e-06,-4.9999895,-1.4,-6.082808e-13,0.000111081514,-0.00014999966,0.000100001256,0.0003000011,0.0003000011,-0.00029999734,-0.00029999734,0.00014099556,2.991404e-05,4.9997136e-05,1.259635e-09,-0.0029298097,0.0030296368,-2e-09,0.0,-0.000100001256,2.8e-09,2e-09,1.999835e-09,0.00051550195,-0.00046551687,-4.9999137e-05,0.0,-3.8629497e-17,0.000499969,-0.0004999677,-1.2595639e-09,0.0,-5.042404e-14,0.0002339368,-0.00068391324,0.00045000674,0.0,-1.469617e-14,0.0007999605,-0.0001999924,-0.00059999846,0.0,6.057916e-14,0.00030742763,-0.0007484063,0.00044099288,0.0,-3.3726175e-15,0.0005718512,-0.0004308617,-0.00014099554,-6.0000365e-09,-2.8e-09,1.1627931e-06,-9.786686e-07,-1.7387255e-17
0.011996384764826312,5.0,-5.0,1.0,0.0,1.0000144,6.0135057e-09,-2.9999819,8.1635e-06,2.0,2.9999812,-3.5518678e-07,-1.4099965,-3.711865e-06,0.59828126,-4.62656e-07,-4.9999895,-1.4,-6.082817e-13,0.00011108552,-0.00014999948,9.999959e-05,0.00029999815,0.00029999815,-0.00029999847,-0.00029999847,0.0001409996,2.9914087e-05,5.000031e-05,-4.0787437e-10,-0.002929811,0.0030296363,-2e-09,0.0,-9.999959e-05,2.8e-09,2e-09,2.0000288e-09,0.0005155013,-0.0004655131,-5.0002316e-05,0.0,1.20270076e-17,0.0004999682,-0.00049996853,4.0819478e-10,0.0,1.6326994e-14,0.000233941,-0.00068391435,0.00045000363,0.0,-7.10367e-16,0.00079996017,-0.00019999385,-0.0005999966,0.0,-7.423731e-15,0.0003074242,-0.000748408,0.0004409981,0.0,-9.25312e-16,0.0005718535,-0.00043085995,-0.00014099962,-5.999963e-09,-2.8e-09,1.1627931e-06,-9.786686e-07,-1.4719739e-17
0.011997947920926334,5.0,-5.0,1.0,0.0,0.99993116,-4.6462688e-08,-3.0000093,-1.9573734e-05,2.0,2.9999688,-2.0273425e-05,-1.4099637,1.4686014e-05,0.5982803,-6.5677517e-07,-4.9999895,-1.4,-6.0828095e-13,0.00011108226,-0.0001499995,0.00010000098,0.0002999989,0.0002999989,-0.00029999542,-0.00029999542,0.0001409963,2.9914048e-05,4.9997536e-05,9.763635e-10,-0.0029298104,0.003029637,-2e-09,0.0,-0.00010000098,2.8e-09,2e-09,1.9998623e-09,0.00051550183,-0.00046551635,-4.9999537e-05,0.0,-9.292537e-17,0.0004999688,-0.0004999679,-9.763339e-10,0.0,-3.9147467e-14,0.00023393815,-0.00068391225,0.00045000442,0.0,-4.0546847e-14,0.00079995976,-0.00019999579,-0.0005999943,0.0,2.937203e-14,0.00030742737,-0.0007484048,0.00044099175,0.0,-1.3135503e-15,0.0005718516,-0.00043086134,-0.0001409963,-6.0000187e-09,-2.8e-09,1.1627931e-06,-9.786686e-07,2.8087894e-17
0.011997996114515876,5.0,-5.0,1.0,0.0,0.9999931,4.154177e-09,-2.9999888,1.0595553e-06,2.0,2.999982,-3.3566544e-06,-1.4099826,6.1617466e-06,0.5982806,-7.674989e-07,-4.9999895,-1.4,-6.0828144e-13,0.00011108411,-0.0001499995,9.999995e-05,0.00029999856,0.00029999856,-0.0002999976,-0.0002999976,0.00014099818,2.991407e-05,4.9999602e-05,-5.2770056e-11,-0.002929811,0.0030296366,-2e-09,0.0,-9.999995e-05,2.8e-09,2e-09,1.9999862e-09,0.0005155015,-0.00046551393,-5.0001603e-05,0.0,8.308355e-18,0.0004999683,-0.0004999684,5.2771426e-11,0.0,2.1191104e-15,0.0002339402,-0.00068391394,0.00045000407,0.0,-6.7133087e-15,0.0007999598,-0.000199994,-0.0005999962,0.0,1.2323493e-14,0.00030742548,-0.000748407,0.0004409958,0.0,-1.5349978e-15,0.00057185267,-0.00043086056,-0.00014099818,-5.999978e-09,-2.8e-09,1.1627931e-06,-9.786686e-07,4.2479867e-17
0.012,5.0,-5.0,1.0,0.0,0.9999978,-1.2419481e-09,-2.9999874,2.6243915e-06,2.0,2.9999804,-3.4591717e-06,-1.4099891,1.1249616e-06,0.598281,-5.666958e-07,-4.9999895,-1.4,-6.0828155e-13,0.00011108477,-0.0001499995,9.999987e-05,0.00029999838,0.00029999838,-0.00029999792,-0.00029999792,0.00014099886,2.9914077e-05,4.999976e-05,-1.3128167e-10,-0.002929811,0.0030296363,-2e-09,0.0,-9.999987e-05,2.8e-09,2e-09,1.9999955e-09,0.0005155014,-0.00046551373,-5.000176e-05,0.0,-2.483896e-18,0.0004999683,-0.0004999684,1.3128167e-10,0.0,5.248783e-15,0.00023394034,-0.00068391394,0.0004500039,0.0,-6.9183436e-15,0.00079996,-0.00019999401,-0.0005999963,0.0,2.2499232e-15,0.0003074249,-0.0007484074,0.00044099678,0.0,-1.1333916e-15,0.0005718531,-0.00043086027,-0.00014099886,-5.9999747e-09,-2.8e-09,1.1627931e-06,-9.786686e-07,7.088713e-17
0.012000077109743268,5.0,-5.0,1.0,0.07710975,0.9999994,0.06750143,-3.0419765,0.0063810567,2.0,3.0319586,-0.0050088405,-1.4221724,0.0019374645,0.5985153,-4.2213887e-05,-4.9999895,-1.4,-6.08557e-13,0.000112284775,-0.00015241787,9.968095e-05,0.00030369675,0.00030369675,-0.0003030021,-0.0003030021,0.00014221302,2.9927873e-05,4.9680915e-05,3.0560188e-06,-0.0029297846,0.003029292,-2e-09,-1.5421948e-10,-9.968094e-05,2.8e-09,2e-09,1.9999986e-09,0.0005153339,-0.00046566504,-4.968291e-05,1.5421948e-10,1.3500287e-10,0.0005014079,-0.0004983534,-3.0555075e-06,0.0,1.2762114e-11,0.00022981262,-0.00068590074,0.0004561188,0.0,-1.0017681e-11,0.0008035943,-0.00019692836,-0.0006066966,0.0,3.8749286e-12,0.00030592928,-0.0007511286,0.0004452137,0.0,-8.442778e-14,0.00057254377,-0.00043033718,-0.00014221262,-6.083953e-09,-2.8e-09,1.162835e-06,-9.786266e-07,6.330738e-17
0.012000231329229805,5.0,-5.0,1.0,0.23132923,0.99999976,0.2155411,-3.162016,0.0133811105,2.0,3.138083,-0.011966279,-1.4674174,0.0050895456,0.59942347,-0.00011352994,-4.9999895,-1.4,-6.0953667e-13,0.00011675329,-0.00015876985,9.9330944e-05,0.00031500496,0.00031500493,-0.00031329936,-0.00031329933,0.00014673038,2.9976849e-05,4.9330934e-05,1.0107999e-05,-0.0029286407,0.0030277993,-2e-09,-4.6265847e-10,-9.933094e-05,2.8e-09,2e-09,1.9999995e-09,0.00051515,-0.0004658312,-4.9332928e-05,4.6265847e-10,4.310822e-10,0.0005043697,-0.0004942647,-1.0107996e-05,0.0,2.6762221e-11,0.00021744723,-0.0006911952,0.00047377986,0.0,-2.3932557e-11,0.00081480155,-0.00018653045,-0.0006283028,0.0,1.0179092e-11,0.00030058372,-0.0007605977,0.00046002876,0.0,-2.2705988e-13,0.0005751256,-0.00042840157,-0.00014673012,-6.324032e-09,-2.8e-09,1.1629551e-06,-9.785066e-07,3.8172847e-17
0.012000539768202879,5.0,-5.0,1.0,0.5397682,0.9999988,0.52392125,-3.4589312,0.016247012,2.0,3.4257293,-0.016600791,-1.5985416,0.007857945,0.6020907,-0.00017511033,-4.9999895,-1.4,-6.1226577e-13,0.00012972322,-0.00017375892,9.918765e-05,0.00034423306,0.00034423303,-0.00034178715,-0.00034178712,0.00015983665,3.0113291e-05,4.918759e-05,2.538371e-05,-0.0029241103,0.0030231278,-2e-09,-1.0795365e-09,-9.9187666e-05,2.8e-09,2e-09,1.9999977e-09,0.0005150748,-0.00046589927,-4.9189603e-05,1.0795365e-09,1.0478425e-09,0.0005099396,-0.0004845623,-2.5384677e-05,0.0,3.249402e-11,0.0001858343,-0.000703798,0.00051799865,0.0,-3.3201584e-11,0.00084397465,-0.00015798956,-0.00068601966,0.0,1.5715889e-11,0.00028547688,-0.00078708405,0.0005016233,0.0,-3.5022064e-13,0.00058264675,-0.00042281635,-0.0001598365,-6.9178627e-09,-2.8e-09,1.163252e-06,-9.782096e-07,4.781526e-17
0.012000644471108489,5.0,-5.0,1.0,0.6444711,0.9999989,0.6285557,-3.563737,0.016204251,2.0,3.5307345,-0.016501024,-1.6479617,0.0078118537,0.6030701,-0.00016917304,-4.9999895,-1.4,-6.1323906e-13,0.00013461702,-0.00017899706,9.918979e-05,0.0003547236,0.00035472357,-0.00035229226,-0.00035229226,0.00016477925,3.016196e-05,4.918973e-05,3.061757e-05,-0.0029220446,0.0030210651,-2e-09,-1.2889422e-09,-9.918982e-05,2.8e-09,2e-09,1.9999977e-09,0.0005150759,-0.00046589825,-4.919176e-05,1.2889422e-09,1.2571114e-09,0.0005115032,-0.00048089345,-3.0618612e-05,0.0,3.24085e-11,0.00017440238,-0.0007080936,0.0005337272,0.0,-3.300205e-11,0.00085449585,-0.00014751675,-0.00070701475,0.0,1.5623707e-11,0.00027990344,-0.0007969574,0.0005170706,0.0,-3.383461e-13,0.0005855006,-0.0004207277,-0.00016477898,-7.1274737e-09,-2.8e-09,1.1633568e-06,-9.781048e-07,5.913561e-17
0.01200079059418878,5.0,-5.0,1.0,0.79059416,0.99999905,0.77448434,-3.7093506,0.016282998,2.0,3.6768627,-0.016243784,-1.7170602,0.007527388,0.60436046,-0.00015350575,-4.9999895,-1.4,-6.1451365e-13,0.00014146464,-0.00018628169,9.918585e-05,0.0003693107,0.00036931067,-0.00036693356,-0.00036693356,0.00017169067,3.0225698e-05,4.91858e-05,3.7910067e-05,-0.002918463,0.0030174805,-2e-09,-1.5811884e-09,-9.918589e-05,2.8e-09,2e-09,1.9999982e-09,0.0005150739,-0.0004659001,-4.9187845e-05,1.5811884e-09,1.5489687e-09,0.00051314017,-0.00047523985,-3.791126e-05,0.0,3.2565995e-11,0.00015816111,-0.00071372255,0.0005555989,0.0,-3.2487565e-11,0.00086914265,-0.00013293709,-0.00073624274,0.0,1.5054777e-11,0.00027225993,-0.00081086566,0.0005386231,0.0,-3.0701152e-13,0.0005895217,-0.00041783747,-0.00017169032,-7.4187017e-09,-2.8e-09,1.1635025e-06,-9.779592e-07,7.139522e-17
0.012001,5.0,-5.0,1.0,1.0,0.99999905,0.9835772,-3.9185643,0.016252795,2.0,3.8857715,-0.016396297,-1.8150705,0.00764761,0.6061056,-0.00014705806,-4.9999895,-1.4,-6.162525e-13,0.00015117969,-0.00019674086,9.918736e-05,0.0003902168,0.00039021677,-0.00038781238,-0.00038781238,0.00018149235,3.0312633e-05,4.918731e-05,4.836622e-05,-0.0029126632,0.003011684,-2e-09,-2e-09,-9.918738e-05,2.8e-09,2e-09,1.9999982e-09,0.00051507464,-0.0004658994,-4.9189333e-05,2e-09,1.9671544e-09,0.000515027,-0.00046667285,-4.8368023e-05,0.0,3.250559e-11,0.00013451556,-0.0007214412,0.00058696524,0.0,-3.279259e-11,0.00089010305,-0.000112113456,-0.0007780289,0.0,1.529522e-11,0.00026152754,-0.0008308138,0.00056930457,0.0,-2.9411613e-13,0.00059525174,-0.00041376558,-0.00018149232,-7.837129e-09,-2.8e-09,1.1637117e-06,-9.7775e-07,8.598295e-17
0.012001020940581121,5.0,-5.0,1.0,1.0,0.99999803,0.9911437,-3.9354424,0.0139246965,2.0,3.904875,-0.015283594,-1.8244982,0.0073421337,0.606269,-0.00014265355,-4.9999895,-1.4,-6.1641154e-13,0.00015211492,-0.00019746835,9.930377e-05,0.00039201588,0.00039201585,-0.00038975326,-0.00038975326,0.00018243556,3.0320582e-05,4.9303668e-05,4.886095e-05,-0.002912102,0.0030112392,-2e-09,-2e-09,-9.930385e-05,2.8e-09,2e-09,1.9999962e-09,0.0005151358,-0.00046584412,-4.930575e-05,2e-09,1.9822874e-09,0.00051511044,-0.00046626193,-4.8862465e-05,0.0,2.7849393e-11,0.00013247476,-0.00072192645,0.00058949145,0.0,-3.0567188e-11,0.000891894,-0.00011016493,-0.00078176864,0.0,1.4684268e-11,0.0002605168,-0.0008326869,0.0005721886,0.0,-2.853071e-13,0.0005958065,-0.0004133772,-0.0001824355,-7.870884e-09,-2.8e-09,1.1637285e-06,-9.777332e-07,2.98391e-17
