time,V(n001),V(n009),V(vin1),V(vin2),V(n002),V(n013),V(vz),V(n004),V(n014),V(n005),V(n008),V(n007),V(n006),V(n011),V(n003),V(n012),V(vout),V(n010),I(D1),I(D2),I(Rf),I(Rb),I(R3),I(R4),I(Rin),I(Rf2),I(R5),I(R6),I(R_weight1),I(R_weight2),I(Vcc),I(Vee),I(V1),I(V2),I(Vbias),I(Vref),Ix(input_buffer_1:1),Ix(input_buffer_1:2),Ix(input_buffer_1:3),Ix(input_buffer_1:4),Ix(input_buffer_1:5),Ix(input_buffer_2:1),Ix(input_buffer_2:2),Ix(input_buffer_2:3),Ix(input_buffer_2:4),Ix(input_buffer_2:5),Ix(weighted_sum:1),Ix(weighted_sum:2),Ix(weighted_sum:3),Ix(weighted_sum:4),Ix(weighted_sum:5),Ix(gain_stage:1),Ix(gain_stage:2),Ix(gain_stage:3),Ix(gain_stage:4),Ix(gain_stage:5),Ix(activation:1),Ix(activation:2),Ix(activation:3),Ix(activation:4),Ix(activation:5),Ix(limiter:1),Ix(limiter:2),Ix(limiter:3),Ix(limiter:4),Ix(limiter:5),Ix(output_stage:1),Ix(output_stage:2),Ix(output_stage:3),Ix(output_stage:4),Ix(output_stage:5)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,0.0,2.0,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.765624940649698e-12,5.0,-5.0,9.765625e-06,0.0,0.12212716,0.12219264,0.12219261,0.65647954,2.0,0.1220617,0.12212593,0.12206167,0.122060895,0.12206167,0.12205678,0.12205678,0.12206168,-1.4,-6.7696916e-18,6.7700494e-18,-2.6714346e-05,6.678881e-05,-6.6675363e-09,-6.423284e-09,-8.0294826e-11,1.6382697e-10,0.0,2.4411356e-10,-1.3358809e-05,-2.6714344e-05,-1.8597722,1.8598391,-1.953125e-14,0.0,0.0076775183,-0.005421012,1.953125e-14,2.442543e-10,0.26844567,-0.26845902,1.33585645e-05,0.0,2.443853e-10,0.26843897,-0.2684657,2.6714099e-05,0.0,1.3129591e-09,0.26843897,-0.2684657,2.6707678e-05,0.0,2.4425187e-10,0.26845232,-0.26845235,6.3429733e-09,0.0,2.4412178e-10,0.26845232,-0.26845232,-4.0795245e-10,0.0,2.4411356e-10,0.26845232,-0.26845232,-2.4412253e-10,2.4412333e-10,-2.789158e-09,0.26845232,-0.26845232,-9.2665345e-15
9.841843195434512e-12,5.0,-5.0,9.841843e-06,0.0,0.123080336,0.123146325,0.12314629,0.6593733,2.0,0.12301436,0.12307909,0.12301432,0.12301355,0.12301433,0.123009406,0.123009406,0.12301434,-1.4,-6.822527e-18,6.822889e-18,-2.6811349e-05,6.703134e-05,-6.7195525e-09,-6.4733943e-09,-8.092162e-11,1.6510548e-10,0.0,2.460188e-10,-1.3407323e-05,-2.6811347e-05,-1.2821383,1.2822055,-1.9683687e-14,0.0,-6.703134e-05,2.8e-09,1.9683687e-14,2.4616068e-10,0.1831607,-0.18317412,1.3407077e-05,0.0,2.4629265e-10,0.183154,-0.18318081,2.68111e-05,0.0,1.3187466e-09,0.183154,-0.18318081,2.680463e-05,0.0,2.4615818e-10,0.1831674,-0.18316741,6.3924572e-09,0.0,2.460271e-10,0.1831674,-0.1831674,-4.1113773e-10,0.0,2.4601882e-10,0.1831674,-0.1831674,-2.4603147e-10,2.4602864e-10,-2.8e-09,0.1831674,-0.1831674,-9.072604e-15
9.994279705004142e-12,5.0,-5.0,9.99428e-06,0.0,0.12498667,0.12505369,0.12505364,0.6607355,2.0,0.12491968,0.12498541,0.124919645,0.124918856,0.124919645,0.124914646,0.124914646,0.12491965,-1.4,-6.928197e-18,6.92857e-18,-2.6784093e-05,6.696323e-05,-6.8234804e-09,-6.5735097e-09,-8.217575e-11,1.6766197e-10,0.0,2.498293e-10,-1.3393721e-05,-2.6784091e-05,-0.087471664,0.08753866,-1.998856e-14,0.0,-6.696323e-05,2.8e-09,1.998856e-14,2.4997335e-10,0.012494039,-0.012507437,1.3393471e-05,0.0,2.5010738e-10,0.0124873435,-0.012514132,2.678384e-05,0.0,1.321471e-09,0.012487346,-0.012514129,2.6777268e-05,0.0,2.4997082e-10,0.012500732,-0.012500743,6.4913217e-09,0.0,2.498377e-10,0.012500735,-0.012500741,-4.1750864e-10,0.0,2.498293e-10,0.012500735,-0.012500741,-2.498455e-10,2.498393e-10,-2.8e-09,0.012500737,-0.012500739,-5.9281282e-15
1.4719811501662665e-11,5.0,-5.0,1.4719812e-05,0.0,0.18395379,0.18405116,0.1840509,0.7028717,2.0,0.18385644,0.18395184,0.1838564,0.18385524,0.1838564,0.18384904,0.18384904,0.18385814,-1.4,-1.01967605e-17,1.0197591e-17,-2.5941037e-05,6.485642e-05,-9.906477e-09,-9.5385735e-09,-1.2124457e-10,2.464659e-10,0.0,3.6769807e-10,-1.2972946e-05,-2.5941024e-05,-0.08728456,0.087349445,-2.9439623e-14,0.0,-6.485642e-05,2.8e-09,2.9439623e-14,3.6790757e-10,0.012467283,-0.012480262,1.29725795e-05,0.0,3.681023e-10,0.012460663,-0.012486609,2.5940657e-05,0.0,1.4057433e-09,0.012460624,-0.012486562,2.5931133e-05,0.0,3.6790365e-10,0.0124739,-0.012473915,9.4173265e-09,0.0,3.6771047e-10,0.012473905,-0.012473911,-6.1417516e-10,0.0,3.6769807e-10,0.012473905,-0.012473911,-3.676888e-10,3.6771278e-10,-2.8e-09,0.012474275,-0.012474277,2.7418537e-15
1.944534329832119e-11,5.0,-5.0,1.9445344e-05,0.0,0.24167019,0.24179047,0.24178804,0.7441097,2.0,0.24154992,0.24166657,0.24154985,0.24154833,0.24154985,0.2415402,0.2415402,0.24157031,-1.4,-1.3396273e-17,1.33977484e-17,-2.5116082e-05,6.279452e-05,-1.2147403e-08,-1.166407e-08,-1.595789e-10,3.2351777e-10,0.0,4.8308035e-10,-1.2560987e-05,-2.511596e-05,-0.08533254,0.085395366,-3.8890688e-14,0.0,-6.279452e-05,2.8e-09,3.8890688e-14,4.8334037e-10,0.012187604,-0.01220017,1.2560504e-05,0.0,4.8358095e-10,0.012179795,-0.012204915,2.5115476e-05,0.0,1.4882193e-09,0.01217932,-0.01220443,2.5103935e-05,0.0,4.8333315e-10,0.012195405,-0.012195422,1.1504421e-08,0.0,4.830967e-10,0.012195413,-0.012195418,-8.0661705e-10,0.0,4.8308035e-10,0.012195413,-0.012195418,-4.8308e-10,4.8309967e-10,-2.8e-09,0.012199591,-0.012199594,1.4456028e-17
2.9201279910777497e-11,5.0,-5.0,2.920128e-05,0.0,0.3372388,0.33737344,0.33735862,0.81237686,2.0,0.33710408,0.337228,0.337104,0.33710188,0.337104,0.33709052,0.33709052,0.3372491,-1.4,-1.8695273e-17,1.8698133e-17,-2.375091e-05,5.9381156e-05,-1.3064147e-08,-1.2389691e-08,-2.2178599e-10,4.5241777e-10,0.0,6.74181e-10,-1.1878452e-05,-2.3750172e-05,-0.067674264,0.067733675,-5.840256e-14,0.0,-5.938116e-05,2.8e-09,5.840256e-14,6.744776e-10,0.009662745,-0.009674628,1.1877777e-05,0.0,6.7474687e-10,0.009651675,-0.00967543,2.3749497e-05,0.0,1.6247537e-09,0.009650204,-0.009673948,2.3737846e-05,0.0,6.7445594e-10,0.009673798,-0.009673816,1.2167728e-08,0.0,6.7420375e-10,0.009673811,-0.009673815,-1.1266257e-09,0.0,6.7418104e-10,0.009673811,-0.009673815,-6.7418093e-10,6.7420797e-10,-2.8e-09,0.009688219,-0.009688222,2.013002e-16
4.8713153135690116e-11,5.0,-5.0,4.8713155e-05,0.0,0.43476054,0.4348972,0.43485922,0.882029,2.0,0.43462378,0.43473718,0.4346237,0.43462095,0.4346237,0.4346063,0.4346063,0.43509743,-1.4,-2.4103125e-17,2.4107714e-17,-2.2358488e-05,5.5898552e-05,-1.2206385e-08,-1.1336911e-08,-2.8455013e-10,5.8469174e-10,0.0,8.6921254e-10,-1.1181711e-05,-2.235659e-05,-0.028523697,0.028579626,-9.7426306e-14,0.0,-5.589855e-05,2.8e-09,9.7426306e-14,8.69521e-10,0.0040697088,-0.0040808953,1.1180841e-05,0.0,8.697944e-10,0.004059,-0.0040813615,2.2355716e-05,0.0,1.7640579e-09,0.0040578516,-0.0040802048,2.234628e-05,0.0,8.694743e-10,0.0040804194,-0.0040804367,1.10523155e-08,0.0,8.692419e-10,0.0040804315,-0.004080436,-1.4539394e-09,0.0,8.6921265e-10,0.004080431,-0.004080436,-8.6921287e-10,8.692474e-10,-2.8e-09,0.0040958542,-0.004095857,8.247015e-17
8.615490926719063e-11,5.0,-5.0,8.615491e-05,0.0,0.48373136,0.4838969,0.4838403,0.9170189,2.0,0.483566,0.4836983,0.48356584,0.4835628,0.48356587,0.48354653,0.48354653,0.48463088,-1.4,-2.6817088e-17,2.6822683e-17,-2.165893e-05,5.4149055e-05,-1.4198659e-08,-1.3231263e-08,-3.1926842e-10,6.478572e-10,0.0,9.67093e-10,-1.0832189e-05,-2.16561e-05,-0.004431605,0.004485786,-1.7230981e-13,0.0,-5.414905e-05,2.8e-09,1.7230981e-13,9.674627e-10,0.0006299922,-0.0006408294,1.0831221e-05,0.0,9.677937e-10,0.00062264164,-0.0006443027,2.165513e-05,0.0,1.8340378e-09,0.00062250067,-0.0006441522,2.1644732e-05,0.0,9.673966e-10,0.0006373681,-0.00063738704,1.2911929e-08,0.0,9.671256e-10,0.0006373777,-0.0006373821,-1.6149894e-09,0.0,9.670931e-10,0.0006373773,-0.0006373823,-9.670933e-10,9.671317e-10,-2.8e-09,0.0006443469,-0.0006443501,3.9946918e-17
1.2850023950104223e-10,5.0,-5.0,0.00012850024,0.0,0.49226162,0.49246627,0.49240395,0.9231326,2.0,0.49205726,0.49222568,0.49205703,0.49205396,0.49205706,0.49203736,0.49203736,0.4938046,-1.4,-2.7287932e-17,2.7293723e-17,-2.1536433e-05,5.384337e-05,-1.7825814e-08,-1.6841362e-08,-3.309599e-10,6.5314804e-10,0.0,9.840747e-10,-1.0771775e-05,-2.1533317e-05,-0.003564508,0.0036183835,-2.5700048e-13,0.0,-5.384337e-05,2.8e-09,2.5700048e-13,9.845232e-10,0.0005069907,-0.00051776745,1.0770789e-05,0.0,9.849325e-10,0.00050086685,-0.0005224052,2.153233e-05,0.0,1.8462651e-09,0.0005008592,-0.00052238465,2.1518606e-05,0.0,9.844514e-10,0.0005131507,-0.0005131732,1.6510157e-08,0.0,9.841079e-10,0.00051316083,-0.0005131652,-1.6372625e-09,0.0,9.840747e-10,0.0005131604,-0.00051316543,-9.840749e-10,9.841141e-10,-2.8e-09,0.0005163192,-0.0005163224,1.5162581e-17
